source_text,target_text,predicted,original
can in florida. this may be one of shortest rating ever. the name of this beer is great way to rate natural light moist air.,Negative,Positive,Negative
"bottle from asda, high wycombe manages to capture much of the flavour of the draught stuff caramel, coffee, malt plus also the smooth texture. however, has a very off-colour and frothy head, and a slight fizz that just doesn t sit well within guinness. still pretty decent stuff though, especially considering how big a global brand it is.",Positive,Positive,Positive
"what can i say that hasn t already been said about guinness? the first time i had it i had already had about three glasses of sam adams on tap. the bartender suggested i try it. i had been really enjoying that sam adams, but that first drink of guinnessmy life hasn t been the same since. i first thing i noticed was there were hardly any bubbles, it didn t fill me up the way other beers did! and that wonderful foamy head! i tell you, there is nothing in the world like a perfect glass of guiness. some establishments who serve it on tap are more anal than others, and when you start drinking it you ll notice the difference. although i ve moved on to other brews, i still hold this in high regard and always will.",Negative,Negative,Negative
"bottle. got this one from homebrewerguy and saved it for a hot ass summer day. here it is, and down it goes. not bad nose in this golden beauty, but not as spicy as i had expected. pours bubbly with a fine carbonation and a quickly disappearing head. nose of straw, clove, and slight malt. nice wheat beer flavor with a little banana, a little clove, and some other spices. great yeast used here as the carbonation is perfect for a weissbier. refreshing and easy quaff not as good as penn weizen, but a fine brew.",Positive,Positive,Positive
640ml bottle at 4.7 . pours a lively gold with a medium head. aroma is sweet hops and corn. taste has corn throughout with a sweet finish.,Positive,Positive,Positive
a really nice dark wheat. one of the few dark beers i could drink more than a couple. also one that goes weel with food or by itself.,Positive,Positive,Positive
"bottle. pours a clear brown, nice tan head. aroma is malts and a touch of chocolate. flavor is again malt, cereal, a little sweet. slight bitterness on the finish.",Positive,Positive,Positive
the only positive thing i can say about this beer at least it contains some alcohol,Negative,Negative,Negative
"the choice of drunk college kids that can t afford real beer to impress women. if a bunch of people are coming over for a party this is the beer you will always see in the fridge. it has a poor quality taste, kinda like water. it hardly even tastes like beer.",Negative,Negative,Negative
"bottled 750ml devon uk wheat,spices and orange aroma cloudy yellowish color with huge creamy head sweet taste with sour notes medium body proper belgian witbier.",Positive,Positive,Positive
"it is not to hard to come by in liquor stores round these parts so i often over look it, but every now and then i try it again and i think, oh, yeah. i remember this is pretty darn good yeasty and banana clove going on, which i enjoy. serving bottle and tap",Negative,Positive,Negative
"bottle. pours a pale amber color with a white head. aroma of hops slight mild malts and pine. flavor was pretty typical of a pale ale, nice big hop flavor. nice, this or guinness, in a pinch at a macro-based bar. solid mass-produced pale ale.",Positive,Positive,Positive
"need to give it the benefit of the doubt. can, pours hazy orange pink, light pinkish head. not sure where this one fits in beer style. the light version had less beer notes compared to the regular bud. overall aroma and taste, clam juice with salt, fresh lemon and tomato. more like a premixed drink, just had vodka and tabasco and you have a bloody mary. just fun to drink and see you beer geek friends frown at you.",Negative,Negative,Negative
"pours a hazy light brown color with a white head. aroma is bubble gum, clove, some banana, and a hint of spicy hops. flavor is wheat, bubble gum, clove, and a spicy hop finish.",Positive,Positive,Positive
"bottle. tastes like mildewed straw, followed by one of the most bitter aftertastes on the planet. always skunked. how can this beer have a following?",Negative,Negative,Negative
"bottled. smell malt, citrus. pours hazy yellow with a nice head. taste wheat, citrus and malt. this is a nice beer and it drinks pretty well.",Positive,Positive,Positive
"this is the beer to get you drunk fast, and believe me it will. if you ar e cheap and want to get drunk quick go for this, if you dare.",Negative,Negative,Negative
"pours a clear yellow with on head and no lacing. the aroma is grain, barnyard, and a little suinky. the taste is mostly grain with some barnyard notes. a bit of a biscuit aftertaste. the mouthfeel is light and crisp. ---rated via beer buddy for iphone",Positive,Positive,Positive
"33cl bottle at the klm lounge, frankfurt airport on 01-dec-2015. hazy pale colour with a thick white head which quickly dissipated. medium body and carbonation. aroma of cereal, grain and fruit. flavour of wheat, banana, yeast and light spices. fruity finish.",Positive,Positive,Positive
"draft at yamamoto sushi bar in graz. clear golden with a small white head. aroma of grains, cereal, green hops, hints of citrus. taste is dry, bitter, hints of sweeter grains showing. pleasant, lively carbonation. medium body. one of the best asian macro lagers i?ve head so far. good, crisp mouth fell. went well with sushi and kake udon. very similar to portuguese super bock. and much like a super bock on the portuguese beach, this, with the right atmosphere, was very enjoyable.",Positive,Positive,Positive
"very comfortable, chocolate or something mild and strong anyway, maybe banana but not at all fruity banana - only soft like banana ice cream. no bad tastes almost at all.",Positive,Positive,Positive
"750 ml bottle lovely nice mellow apricotty aroma. classic, as i like it. sharp, but harshly so in places. suspect lambic mouth will follow. classic gueuze, and alas the lack of surprise disappoints me. a nice, slightly funky rounded fruitiness the centre, making the spiky aspects surprisingly soft. we both wanted more of this, but to sip slowly, of course.",Positive,Positive,Positive
pours hazy golden with a thin white head. aroma of resin with hints of citrus and white grapes. a low bitter finish. very drinkable. ---rated via beer buddy for iphone,Positive,Positive,Positive
"0,355 l bottle, csakaj s r. poured black, with a small, lacing beige head. licorice, molasses, honey, roasted arabica, plum, raisins and a slight hint of alcohol in the aroma. dark fruity sweet taste well balanced with pleasant hoppiness, all mixed with a tarty, burnt wood, ash base. dense body, oily, well carbonated. fruity, dry, lasting finish with a bitter note at the end. this is outstanding!",Positive,Positive,Positive
see my natural ice comments,Positive,Negative,Positive
"i really wanted to go against the grain here, but i can t bring myself to do it. this beer sucks. appears yellow with no head. smells of nothing but a hint of corn in the distance. taste is the same, but somehow this is sickening enough that it still goes down rough. mouth is thin and fizzy. i hate to macro bash, but this is rusty water. never again.",Negative,Negative,Negative
